ME1   M_phiR   
659477525.9494854   31824923.328092832
660693448.0075965   31864029.785585593
661911611.9411212   31903184.297083132
663132021.8835529   31942386.921634194
664354681.9760057   31981637.71836009
665579596.3672291   32020936.746454768
666806769.2136219   32060284.065184943
668036204.6792463   32099679.73389011
669267906.9358422   32139123.81198272
670501880.1628408   32178616.35894821
671738128.54738   32218157.434345122
672976656.2843168   32257747.09780518
674217467.576246   32297385.409033466
675460566.6334999   32337072.42780809
676705957.6741924   32376808.213981215
677953644.9241934   32416592.82747786
679203632.6171857   32456426.328297377
680455924.994639   32496308.77651223
681710526.3058544   32536240.232269067
682967440.8079647   32576220.755788323
684226672.765952   32616250.407364465
685488226.452662   32656329.247366037
686752106.1488186   32696457.336235758
688018316.1430384   32736634.73449063
689286860.7318448   32776861.502722
690557744.2196835   32817137.70159569
691830970.9189363   32857463.391852066
693106545.1499361   32897838.634306118
694384471.2409815   32938263.489847578
695664753.5283513   32978738.019440994
696947396.3563197   33019262.284125824
698232404.0771732   33059836.34501663
699519781.0512121   33100460.263302717
700809531.6467952   33141134.10024918
702101660.2403132   33181857.917195704
703396171.2162486   33222631.77555805
704693068.9671482   33263455.736826852
705992357.8936683   33304329.86256862
707294042.4045768   33345254.21442545
708598126.9167699   33386228.85411517
709904615.8552879   33427253.843431465
711213513.6533295   33468329.24424395
712524824.7522675   33509455.118498247
713838553.6016631   33550631.52821611
715154704.659282   33591858.5354955
716473282.3911085   33633136.2025107
717794291.2713615   33674464.59151237
719117735.782509   33715843.764827676
720443620.4152838   33757273.784860365
721771949.6686985   33798754.71409088
723102728.0500609   33840286.615076415
724435960.0749891   33881869.55045108
725771650.2674301   33923503.582925975
727109803.1596597   33965188.77528894
728450423.2923316   34006925.19040561
729793515.2144471   34048712.89121811
731139083.4834187   34090551.940746665
732487132.6650411   34132442.402088284
733837667.3335388   34174384.33841789
735190692.0715673   34216377.81298792
736546211.4702317   34258422.889128566
737904230.1291015   34300519.63024782
739264752.6562271   34342668.09983159
740627783.6681551   34384868.361443795
741993327.7899436   34427120.478726484
743361389.6551784   34469424.515399866
744731973.9059888   34511780.5352625
746105085.1930628   34554188.60219131
747480728.175663   34596648.7801417
748858907.5216432   34639161.13314769
750239627.907463   34681725.72532198
751622894.0182076   34724342.620856136
753008710.5475883   34767011.88402023
754397082.1979918   34809733.579163976
755788013.6804504   34852507.770715386
757181509.7147071   34895334.52318243
758577575.0291852   34938213.901151635
759976214.3610386   34981145.969289325
761377432.4561522   35024130.79234115
762781234.0691617   35067168.43513235
764187623.9634684   35110258.962567784
765596606.9112569   35153402.43963211
767008187.6935103   35196598.93138981
768422371.1000267   35239848.50298533
769839161.9294355   35283151.21964314
771258564.9892137   35326507.14666791
772680585.0957022   35369916.34944451
774105227.0741217   35413378.89343817
775532495.7585902   35456894.84419457
776962395.992138   35500464.26733991
778394932.6267252   35544087.228581056
779830110.5232577   35587763.79370561
781267934.5516069   35631494.02858211
782708409.5906104   35675277.999159634
784151540.5281235   35719115.771469
785597332.260988   35763007.41162135
787045789.6951001   35806952.98580988
788496917.7453787   35850952.56030842
789950721.3358176   35895006.20147264
791407205.399486   35939113.97573964
792866374.8785485   35983275.949628174
794328234.7242821   36027492.18973872
795792789.8970927   36071762.762753576
797260045.3665317   36116087.73543703
798730006.1113138   36160467.17463536
800202677.1193327   36204901.14727702
801678063.387679   36249389.72037268
803156169.9226565   36293932.96101536
804637001.7397997   36338530.936380535
806120563.8638904   36383183.71372623
807606861.328975   36427891.360393085
809095899.1783813   36472653.94380451
810587682.4647362   36517471.531466775
812082216.2499855   36562344.19096918
813579505.6053947   36607271.98998368
815079555.6116031   36652254.99626611
816582371.3585906   36697293.27765474
818087957.9457486   36742386.902072005
819596320.4818472   36787535.9375231
821107464.0850892   36832740.452097185
822621393.883111   36878000.51396701
824138115.013003   36923316.19138906
825657632.6213272   36968687.55270373
827179951.8641346   37014114.66633535
828705077.9069829   37059597.60079236
830233015.9249539   37105136.424667396
831763771.1026709   37150731.20663733
833297348.6343163   37196382.015463464
834833753.7236499   37242088.91999159
836372991.5840253   37287851.9891521
837915067.4384087   37333671.291960075
839459986.5193964   37379546.89751539
841007754.0692354   37425478.87500295
842558375.3398248   37471467.29369228
844111855.5927706   37517512.222938724
845668200.0993528   37563613.73218202
847227414.140598   37609771.890948065
848789503.0072454   37655986.76884747
850354471.9998031   37702258.4355768
851922326.4285483   37748586.96091814
853493071.6135496   37794972.414739355
855066712.8846841   37841414.86699414
856643255.5816562   37887914.38772215
858222705.0540155   37934471.04704911
859805066.6611748   37981084.915186934
861390345.7724283   38027756.06243377
862978547.7669702   38074484.55917418
864569678.0339124   38121270.4758792
866163741.9723034   38168113.88310649
867760744.9911457   38215014.85150038
869360692.5094155   38261973.451792
870963589.9560796   38308989.75479942
872569442.770115   38356063.83142772
874178256.4005305   38403195.75266924
875790036.3063668   38450385.58960308
877404787.9567553   38497633.41339645
879022516.8308824   38544939.29530318
880643228.4180657   38592303.30666548
882266928.2177182   38639725.518912494
883893621.7394075   38687206.00356157
885523314.5028557   38734744.8322178
887156012.0379617   38782342.076574296
888791719.8848207   38829997.808412254
890430443.5937423   38877712.09960108
892072188.7252694   38925485.02209849
893716960.8501977   38973316.64795061
895364765.5495937   39021207.04929211
897015608.4148145   39069156.2983463
898669495.0475258   39117164.46742525
900326431.059722   39165231.62892983
901986422.0737443   39213357.85534996
903649473.7223004   39261543.21926457
905315591.6484872   39309787.793341905
906984781.5057911   39358091.65033908
908657048.9581482   39406454.86310337
910332399.6799079   39454877.504570685
912010839.3559115   39503359.647767425
913692373.681456   39551901.365808986
915377008.3623536   39600502.731901035
917064749.1149333   39649163.81933907
918755601.6660637   39697884.70150866
920449571.7531722   39746665.45188557
922146665.1242648   39795506.14403584
923846887.5379456   39844406.85161589
925550244.763436   39893367.64837267
927256742.5805944   39942388.608143754
928966386.7799363   39991469.80485743
930679183.1626532   40040611.31253283
932395137.5406327   40089813.205280066
934114255.7364784   40139075.557300285
935836543.5835292   40188398.44288583
937562006.9258792   40237781.93642033
939290651.618398   40287226.11237881
941022483.5267537   40336731.045327954
942757508.527414   40386296.80992556
944495732.5077085   40435923.48092203
946237161.3657911   40485611.13315866
947981801.0107206   40535359.84156963
949729657.3624244   40585169.681180425
951480736.3517599   40635040.72710916
953235043.920516   40684973.05456612
954992586.0214369   40734966.73885406
956753368.6182419   40785021.85536823
958517397.6856464   40835138.47959652
960284679.2093816   40885316.687119596
962055219.1862149   40935556.55361102
963829023.6239705   40985858.15483729
965606098.5415496   41036221.566658035
967386449.9689507   41086646.8650261
969170083.9472904   41137134.12598767
970957006.5288236   41187683.42568235
972747223.7769641   41238294.84034332
974540741.7663093   41288968.44629754
976337566.5826406   41339704.31996535
978137704.3229884   41390502.53786171
979941161.0955924   41441363.17659477
981747943.0199864   41492286.31286767
983558056.2269595   41543272.02347705
985371506.85862   41594320.38531432
987188301.0683976   41645431.47536533
989008445.0210668   41696605.370710485
990831944.8927686   41747842.14852489
992658806.8710316   41799141.88607852
994489037.1547928   41850504.6607363
996322641.9544181   41901930.549958184
998159627.4917245   41953419.631299354
1000000000.0   42004971.98241025
1001843765.7240257   42056587.68103676
1003690930.9200966   42108266.8050203
1005541501.8560425   42160009.43229792
1007395484.8112501   42211815.64090245
1009252886.0766834   42263685.50896263
1011113711.9549056   42315619.114703156
1012977968.7601047   42367616.536445
1014845662.8180937   42419677.852604896
1016716800.466378   42471803.14169676
1018591388.0541148   42523992.48233005
1020469431.942201   42576245.953211725
1022350938.5032321   42628563.63314471
1024235914.1215699   42680945.60102914
1026124365.1933434   42733391.93586208
1028016298.1264746   42785902.71673758
1029911719.3407   42838478.022846945
1031810635.2675928   42891117.93347876
1033713052.3505844   42943822.52801903
1035618977.0449865   42996591.88595135
1037528415.8180126   43049426.08685694
1039441375.1488006   43102325.21041484
1041357861.5284342   43155289.336401984
1043277881.4599651   43208318.544693336
1045201441.4584352   43261412.91526202
1047128548.0508986   43314572.52817942
1049059207.7764436   43367797.46361533
1050993427.1862154   43421087.801838025
1052931212.843442   43474443.623214565
1054872571.3234353   43527865.00821027
1056817509.2136607   43581352.03739018
1058766033.1136948   43634904.79141737
1060718149.6353168   43688523.35105498
1062673865.4024664   43742207.7971646
1064633187.0513135   43795958.210707605
1066596121.230259   43849774.67274476
1068562674.5999621   43903657.26443644
1070532853.8333628   43957606.06704276
1072506665.6157043   44011621.16192366
1074484116.6445556   44065702.630539075
1076465213.629835   44119850.55444903
1078449963.2938316   44174065.015313774
1080438372.3712296   44228346.09489391
1082430447.60913   44282693.875050485
1084426195.7670734   44337108.437745154
1086425623.6170645   44391589.86504029
1088428737.9435928   44446138.23909908
1090435545.5436623   44500753.64218582
1092446053.2267907   44555436.15666541
1094460267.8150818   44610185.865004785
1096478196.1431828   44665002.84977125
1098499845.0583777   44719887.19363456
1100525221.420544   44774838.979365185
1102554332.102225   44829858.2898358
1104587183.9886312   44884945.20802077
